Unnamed: 0,sex,age,race,priors_count,is_recid,c_charge_degree,pred_is_recid
3468.0,Male,36.0,Native American&more,8.0,pos,M,neg
366.0,Female,20.0,Native American&more,1.0,pos,F,neg
3638.0,Male,47.0,African-American,19.0,neg,F,neg
2115.0,Female,46.0,African-American,0.0,pos,F,neg
3563.0,Male,25.0,African-American,2.0,neg,F,neg
5363.0,Female,38.0,Native American&more,1.0,neg,M,neg
2106.0,Male,26.0,Native American&more,0.0,pos,F,neg
3526.0,Female,38.0,Native American&more,3.0,pos,F,neg
4460.0,Male,31.0,African-American,6.0,neg,F,neg
4640.0,Male,26.0,Native American&more,1.0,pos,M,neg
893.0,Male,27.0,Native American&more,0.0,neg,F,neg
6672.0,Male,57.0,African-American,2.0,pos,M,neg
323.0,Male,29.0,African-American,7.0,pos,F,neg
3277.0,Male,27.0,African-American,6.0,neg,F,neg
955.0,Female,24.0,Native American&more,2.0,neg,F,neg
748.0,Female,25.0,African-American,1.0,pos,M,neg
207.0,Female,28.0,African-American,0.0,pos,F,pos
3159.0,Male,25.0,Native American&more,2.0,pos,F,neg
6358.0,Female,36.0,Native American&more,6.0,neg,F,neg
535.0,Male,25.0,Native American&more,0.0,pos,F,pos
5581.0,Male,30.0,African-American,1.0,pos,M,neg
4370.0,Male,39.0,African-American,1.0,pos,F,neg
6303.0,Male,19.0,Native American&more,1.0,neg,F,neg
5346.0,Male,61.0,Native American&more,0.0,pos,M,neg
3138.0,Male,57.0,African-American,2.0,pos,F,neg
1742.0,Female,48.0,Native American&more,9.0,pos,F,neg
5920.0,Male,24.0,Native American&more,1.0,pos,F,neg
4142.0,Male,29.0,Native American&more,3.0,neg,F,neg
2152.0,Female,27.0,Native American&more,0.0,pos,F,neg
6527.0,Male,26.0,Native American&more,2.0,pos,F,neg
3939.0,Male,30.0,Native American&more,0.0,pos,F,neg
6551.0,Female,40.0,African-American,1.0,pos,F,neg
4317.0,Female,53.0,Native American&more,6.0,neg,F,neg
6954.0,Male,25.0,Native American&more,2.0,neg,F,neg
497.0,Male,38.0,African-American,0.0,pos,F,pos
4503.0,Male,35.0,Native American&more,2.0,pos,F,neg
2224.0,Male,21.0,Native American&more,3.0,neg,F,neg
3541.0,Male,31.0,African-American,2.0,pos,M,neg
4253.0,Female,43.0,Native American&more,0.0,neg,M,neg
3460.0,Male,67.0,Native American&more,0.0,pos,M,neg
4716.0,Male,32.0,African-American,2.0,pos,F,neg
1514.0,Female,22.0,African-American,0.0,neg,F,neg
6263.0,Male,44.0,Native American&more,0.0,pos,M,neg
72.0,Male,39.0,African-American,1.0,pos,M,pos
548.0,Male,23.0,Native American&more,2.0,pos,F,neg
4848.0,Male,32.0,Native American&more,0.0,pos,M,neg
3887.0,Female,28.0,Native American&more,1.0,neg,F,neg
5435.0,Female,39.0,Native American&more,3.0,pos,F,neg
4296.0,Female,48.0,Native American&more,8.0,neg,M,neg
5873.0,Female,48.0,Native American&more,0.0,pos,M,neg
3042.0,Male,21.0,Native American&more,1.0,pos,M,neg
6580.0,Male,48.0,African-American,7.0,neg,M,neg
6445.0,Male,29.0,Native American&more,0.0,neg,M,neg
4868.0,Male,21.0,African-American,1.0,pos,F,neg
1859.0,Male,53.0,Native American&more,9.0,neg,F,neg
6110.0,Female,58.0,Native American&more,1.0,pos,F,neg
740.0,Male,23.0,African-American,0.0,pos,F,neg
4942.0,Male,26.0,Native American&more,2.0,pos,F,neg
6817.0,Male,30.0,African-American,0.0,pos,M,neg
607.0,Female,59.0,Native American&more,0.0,pos,M,pos
4563.0,Female,45.0,Native American&more,6.0,neg,F,neg
4019.0,Male,28.0,African-American,1.0,pos,F,neg
3144.0,Male,67.0,Native American&more,2.0,pos,F,neg
4385.0,Male,45.0,Native American&more,1.0,pos,M,neg
876.0,Male,22.0,Native American&more,1.0,neg,F,neg
6990.0,Female,50.0,Native American&more,3.0,neg,F,neg
288.0,Male,28.0,African-American,3.0,neg,M,neg
1406.0,Male,21.0,Native American&more,0.0,pos,F,neg
4722.0,Male,41.0,African-American,7.0,neg,M,neg
938.0,Male,22.0,African-American,6.0,neg,F,neg
3642.0,Male,30.0,African-American,0.0,pos,F,neg
2914.0,Male,21.0,African-American,0.0,pos,F,neg
1052.0,Male,35.0,Native American&more,0.0,pos,F,pos
4073.0,Male,47.0,Native American&more,1.0,pos,F,neg
897.0,Male,28.0,African-American,3.0,neg,M,neg
5822.0,Male,46.0,African-American,0.0,pos,M,neg
5571.0,Male,22.0,Native American&more,0.0,neg,M,neg
378.0,Female,53.0,Native American&more,1.0,pos,M,pos
3300.0,Male,23.0,African-American,0.0,neg,M,neg
856.0,Male,46.0,Native American&more,0.0,pos,F,pos
4407.0,Female,37.0,African-American,0.0,pos,M,neg
3407.0,Male,24.0,Native American&more,8.0,neg,F,neg
4742.0,Male,31.0,Native American&more,6.0,neg,M,neg
6453.0,Female,55.0,Native American&more,0.0,pos,F,neg
5102.0,Male,45.0,African-American,7.0,pos,F,neg
6724.0,Female,33.0,Native American&more,0.0,pos,F,neg
5063.0,Female,55.0,Native American&more,2.0,pos,F,neg
65.0,Male,29.0,African-American,4.0,neg,F,neg
5505.0,Male,36.0,Native American&more,0.0,pos,F,neg
6787.0,Male,28.0,African-American,1.0,neg,F,neg
6996.0,Female,42.0,Native American&more,0.0,pos,F,neg
1302.0,Male,29.0,Native American&more,7.0,neg,M,neg
1487.0,Male,26.0,Native American&more,0.0,neg,M,neg
5243.0,Male,37.0,Native American&more,8.0,neg,F,neg
1251.0,Male,51.0,Native American&more,3.0,neg,F,neg
368.0,Male,30.0,Native American&more,0.0,pos,F,pos
349.0,Female,32.0,Native American&more,1.0,neg,F,pos
102.0,Female,39.0,Native American&more,0.0,neg,F,pos
491.0,Female,30.0,Native American&more,0.0,pos,M,pos
5534.0,Male,45.0,Native American&more,6.0,pos,F,neg
521.0,Male,48.0,Native American&more,1.0,neg,F,pos
3820.0,Male,24.0,African-American,1.0,pos,F,neg
1174.0,Male,50.0,African-American,4.0,pos,M,neg
4920.0,Female,31.0,African-American,1.0,pos,M,neg
376.0,Male,40.0,Native American&more,0.0,neg,F,pos
6858.0,Female,51.0,African-American,3.0,pos,M,neg
4732.0,Male,43.0,Native American&more,6.0,neg,F,neg
2598.0,Male,28.0,Native American&more,1.0,pos,M,neg
307.0,Male,23.0,African-American,4.0,neg,M,neg
4735.0,Male,37.0,African-American,3.0,pos,M,neg
5984.0,Female,26.0,Native American&more,0.0,pos,F,neg
2437.0,Male,25.0,African-American,1.0,neg,F,neg
3854.0,Female,29.0,Native American&more,2.0,neg,F,neg
4823.0,Female,25.0,African-American,0.0,pos,F,neg
5043.0,Male,28.0,African-American,7.0,neg,F,neg
5992.0,Male,21.0,Native American&more,2.0,neg,F,neg
1130.0,Male,26.0,Native American&more,7.0,neg,M,neg
4876.0,Male,27.0,African-American,8.0,neg,M,neg
2474.0,Male,54.0,Native American&more,0.0,pos,M,neg
3165.0,Male,35.0,African-American,5.0,pos,F,neg
5957.0,Male,38.0,Native American&more,0.0,neg,F,neg
791.0,Male,32.0,African-American,22.0,neg,F,neg
261.0,Male,24.0,Native American&more,0.0,pos,M,pos
4505.0,Female,54.0,Native American&more,1.0,pos,M,neg
1075.0,Male,49.0,African-American,1.0,neg,F,pos
4281.0,Male,24.0,African-American,1.0,neg,M,neg
4632.0,Male,25.0,Native American&more,3.0,pos,F,neg
105.0,Male,31.0,Native American&more,0.0,pos,M,pos
723.0,Male,41.0,Native American&more,2.0,pos,M,pos
1322.0,Male,26.0,African-American,0.0,pos,M,neg
2665.0,Male,23.0,Native American&more,3.0,neg,F,neg
4879.0,Male,24.0,African-American,1.0,pos,F,neg
642.0,Male,24.0,Native American&more,1.0,neg,F,neg
3412.0,Male,33.0,Native American&more,3.0,pos,M,neg
4728.0,Female,34.0,Native American&more,5.0,neg,F,neg
4961.0,Female,20.0,Native American&more,0.0,pos,M,neg
3505.0,Female,27.0,Native American&more,0.0,pos,M,neg
3772.0,Male,28.0,African-American,1.0,pos,M,neg
3190.0,Male,31.0,Native American&more,0.0,pos,M,neg
1522.0,Male,56.0,Native American&more,0.0,pos,F,pos
3675.0,Male,57.0,African-American,9.0,pos,F,neg
6559.0,Male,28.0,Native American&more,1.0,neg,F,neg
4490.0,Female,28.0,African-American,0.0,pos,M,neg
5345.0,Male,32.0,African-American,17.0,neg,F,neg
2128.0,Female,45.0,Native American&more,15.0,neg,F,neg
5665.0,Male,30.0,African-American,6.0,neg,F,neg
6058.0,Male,38.0,Native American&more,0.0,pos,F,neg
6568.0,Male,23.0,African-American,3.0,neg,F,neg
2825.0,Male,56.0,Native American&more,2.0,pos,F,neg
5683.0,Male,26.0,Native American&more,1.0,neg,F,neg
2829.0,Male,22.0,Native American&more,0.0,pos,F,neg
4155.0,Male,28.0,Native American&more,5.0,pos,M,neg
434.0,Male,33.0,Native American&more,0.0,pos,F,pos
222.0,Male,48.0,African-American,0.0,pos,F,pos
1252.0,Male,21.0,African-American,0.0,pos,F,neg
3480.0,Male,34.0,Native American&more,3.0,neg,M,neg
4426.0,Female,19.0,African-American,0.0,neg,M,neg
2208.0,Male,22.0,African-American,0.0,pos,F,neg
5054.0,Male,45.0,Native American&more,2.0,pos,M,neg
1099.0,Female,30.0,African-American,4.0,neg,M,neg
308.0,Male,62.0,Native American&more,0.0,pos,F,pos
4331.0,Male,24.0,African-American,15.0,neg,F,neg
6597.0,Male,53.0,African-American,13.0,pos,M,neg
5738.0,Male,37.0,Native American&more,3.0,pos,F,neg
1562.0,Male,42.0,Native American&more,2.0,neg,F,neg
6582.0,Female,56.0,African-American,2.0,neg,M,neg
3500.0,Male,24.0,African-American,1.0,neg,M,neg
4699.0,Male,43.0,African-American,7.0,neg,F,neg
3191.0,Female,32.0,African-American,3.0,pos,F,neg
6885.0,Male,29.0,Native American&more,1.0,pos,M,neg
44.0,Male,29.0,African-American,0.0,neg,F,pos
6762.0,Female,26.0,Native American&more,7.0,neg,F,neg
4052.0,Male,26.0,African-American,2.0,pos,F,neg
3424.0,Male,26.0,Native American&more,1.0,neg,M,neg
2686.0,Male,24.0,Native American&more,3.0,neg,M,neg
3351.0,Male,34.0,African-American,1.0,neg,M,neg
5081.0,Male,30.0,African-American,3.0,neg,M,neg
2237.0,Male,22.0,African-American,0.0,pos,M,neg
4726.0,Male,31.0,African-American,0.0,pos,M,neg
2168.0,Female,27.0,Native American&more,4.0,neg,M,neg
5804.0,Male,31.0,Native American&more,19.0,neg,F,neg
5919.0,Male,41.0,African-American,0.0,pos,M,neg
2380.0,Female,36.0,Native American&more,0.0,pos,M,neg
4092.0,Female,45.0,African-American,3.0,pos,F,neg
260.0,Female,23.0,Native American&more,5.0,neg,F,neg
1225.0,Female,28.0,Native American&more,1.0,pos,M,neg
4810.0,Female,29.0,Native American&more,0.0,neg,F,neg
550.0,Male,42.0,African-American,8.0,pos,F,neg
4620.0,Female,35.0,African-American,9.0,pos,F,neg
7008.0,Female,47.0,African-American,4.0,pos,M,neg
3706.0,Female,33.0,African-American,2.0,pos,F,neg
6304.0,Male,53.0,Native American&more,0.0,pos,F,neg
6520.0,Female,30.0,African-American,15.0,neg,F,neg
6363.0,Male,42.0,Native American&more,0.0,pos,M,neg
3247.0,Male,40.0,African-American,3.0,neg,F,neg
3216.0,Female,25.0,African-American,4.0,neg,F,neg
6428.0,Male,25.0,African-American,2.0,neg,F,neg
1778.0,Male,34.0,African-American,2.0,pos,F,neg
2072.0,Male,39.0,Native American&more,0.0,pos,M,neg
1255.0,Female,54.0,Native American&more,1.0,pos,F,pos
6203.0,Male,40.0,Native American&more,0.0,pos,M,neg
580.0,Female,46.0,Native American&more,0.0,pos,M,pos
1617.0,Male,26.0,African-American,13.0,neg,F,neg
5547.0,Male,31.0,Native American&more,3.0,neg,M,neg
2586.0,Male,37.0,Native American&more,0.0,pos,M,neg
1953.0,Male,22.0,Native American&more,1.0,neg,F,neg
4648.0,Male,27.0,African-American,15.0,neg,F,neg
3492.0,Male,32.0,Native American&more,0.0,pos,F,neg
620.0,Female,23.0,Native American&more,3.0,pos,F,neg
6023.0,Female,34.0,African-American,1.0,pos,M,neg
5611.0,Male,29.0,African-American,17.0,neg,F,neg
3745.0,Male,22.0,African-American,2.0,neg,M,neg
3359.0,Female,23.0,Native American&more,1.0,pos,M,neg
4560.0,Male,25.0,African-American,5.0,neg,F,neg
5805.0,Male,21.0,Native American&more,0.0,pos,M,neg
5863.0,Female,26.0,African-American,1.0,pos,M,neg
1300.0,Male,39.0,African-American,5.0,neg,F,neg
5747.0,Male,21.0,Native American&more,1.0,pos,F,neg
3942.0,Male,29.0,African-American,6.0,pos,M,neg
78.0,Female,26.0,African-American,1.0,neg,F,pos
1057.0,Male,21.0,African-American,0.0,neg,F,neg
5471.0,Male,26.0,Native American&more,10.0,neg,M,neg
4413.0,Male,20.0,Native American&more,1.0,neg,F,neg
2335.0,Male,33.0,Native American&more,0.0,pos,F,neg
4404.0,Female,25.0,African-American,0.0,pos,M,neg
3390.0,Male,24.0,African-American,1.0,pos,M,neg
564.0,Male,25.0,Native American&more,2.0,neg,F,neg
6276.0,Female,46.0,Native American&more,1.0,pos,F,neg
3174.0,Female,65.0,Native American&more,1.0,neg,M,neg
5399.0,Male,39.0,Native American&more,3.0,neg,F,neg
6949.0,Male,59.0,Native American&more,0.0,neg,M,neg
2763.0,Male,35.0,Native American&more,2.0,neg,F,neg
6915.0,Female,42.0,African-American,8.0,neg,F,neg
5249.0,Male,25.0,African-American,2.0,pos,F,neg
1890.0,Male,24.0,African-American,2.0,neg,M,neg
2571.0,Male,19.0,African-American,0.0,neg,F,neg
6598.0,Female,43.0,African-American,6.0,pos,F,neg
875.0,Female,26.0,African-American,1.0,pos,M,neg
4346.0,Male,43.0,African-American,0.0,neg,F,neg
5541.0,Male,30.0,Native American&more,3.0,pos,M,neg
2391.0,Male,49.0,African-American,10.0,neg,F,neg
129.0,Male,30.0,Native American&more,1.0,pos,M,pos
6678.0,Male,31.0,Native American&more,3.0,neg,M,neg
1460.0,Male,43.0,African-American,4.0,neg,F,neg
4769.0,Male,68.0,Native American&more,4.0,pos,M,neg
3837.0,Male,39.0,African-American,19.0,neg,F,neg
5823.0,Male,26.0,Native American&more,3.0,pos,F,neg
7170.0,Male,21.0,African-American,0.0,neg,F,neg
6365.0,Male,43.0,Native American&more,1.0,pos,F,neg
1334.0,Male,25.0,Native American&more,0.0,pos,F,neg
1608.0,Male,32.0,African-American,1.0,pos,M,neg
5615.0,Male,47.0,Native American&more,2.0,pos,M,neg
3697.0,Male,28.0,African-American,5.0,pos,F,neg
1347.0,Male,23.0,African-American,0.0,pos,F,neg
3357.0,Male,53.0,African-American,6.0,neg,M,neg
4031.0,Female,27.0,African-American,0.0,pos,M,neg
5466.0,Male,25.0,Native American&more,1.0,neg,F,neg
2392.0,Male,26.0,African-American,4.0,neg,F,neg
4912.0,Male,24.0,Native American&more,0.0,pos,F,neg
1794.0,Male,25.0,Native American&more,24.0,neg,F,neg
1811.0,Male,23.0,Native American&more,2.0,neg,F,neg
6807.0,Male,27.0,African-American,7.0,neg,M,neg
3210.0,Female,47.0,Native American&more,2.0,pos,F,neg
1296.0,Female,20.0,African-American,0.0,neg,F,neg
1531.0,Male,45.0,African-American,3.0,pos,F,neg
6344.0,Male,23.0,African-American,5.0,neg,F,neg
1641.0,Male,28.0,African-American,5.0,pos,M,neg
3356.0,Male,25.0,African-American,0.0,neg,M,neg
2228.0,Male,21.0,African-American,3.0,neg,F,neg
4684.0,Male,27.0,Native American&more,1.0,pos,M,neg
2908.0,Male,24.0,Native American&more,6.0,pos,F,neg
3728.0,Male,40.0,Native American&more,0.0,neg,M,neg
6693.0,Female,23.0,African-American,0.0,pos,M,neg
5761.0,Male,25.0,Native American&more,7.0,neg,F,neg
4500.0,Male,22.0,Native American&more,0.0,pos,F,neg
1127.0,Male,53.0,Native American&more,1.0,neg,F,pos
5344.0,Male,30.0,African-American,1.0,pos,F,neg
2895.0,Male,35.0,African-American,1.0,pos,M,neg
2648.0,Male,24.0,Native American&more,3.0,neg,M,neg
5758.0,Male,40.0,African-American,23.0,neg,M,neg
2382.0,Female,24.0,African-American,2.0,pos,F,neg
5172.0,Male,36.0,Native American&more,0.0,neg,F,neg
269.0,Male,20.0,African-American,0.0,pos,F,pos
4094.0,Male,44.0,Native American&more,2.0,pos,F,neg
1452.0,Male,51.0,Native American&more,2.0,pos,F,neg
1244.0,Female,42.0,Native American&more,0.0,neg,F,pos
2290.0,Male,49.0,Native American&more,7.0,pos,F,neg
2428.0,Male,46.0,Native American&more,5.0,neg,F,neg
3616.0,Male,41.0,African-American,7.0,pos,F,neg
4422.0,Male,23.0,Native American&more,0.0,pos,M,neg
4572.0,Male,54.0,African-American,3.0,pos,M,neg
6893.0,Male,31.0,Native American&more,0.0,pos,F,neg
3178.0,Male,24.0,Native American&more,3.0,neg,M,neg
6612.0,Female,31.0,Native American&more,2.0,neg,F,neg
1172.0,Female,27.0,African-American,3.0,neg,F,neg
4360.0,Male,25.0,African-American,4.0,neg,F,neg
2343.0,Male,40.0,Native American&more,0.0,neg,M,neg
1538.0,Male,34.0,African-American,2.0,pos,M,neg
4639.0,Male,22.0,African-American,1.0,pos,F,neg
5675.0,Male,25.0,African-American,6.0,neg,M,neg
5129.0,Female,55.0,Native American&more,0.0,neg,F,neg
5378.0,Male,47.0,Native American&more,2.0,neg,F,neg
2460.0,Male,27.0,Native American&more,2.0,neg,F,neg
4341.0,Male,27.0,Native American&more,0.0,neg,F,neg
1128.0,Female,27.0,Native American&more,0.0,neg,F,neg
4985.0,Male,30.0,Native American&more,14.0,neg,F,neg
3093.0,Male,39.0,Native American&more,1.0,pos,F,neg
61.0,Male,27.0,African-American,15.0,neg,F,neg
3894.0,Male,45.0,Native American&more,2.0,pos,F,neg
4598.0,Male,30.0,Native American&more,1.0,pos,F,neg
5498.0,Female,28.0,Native American&more,3.0,neg,F,neg
